Length,Path,Composer,Title
20288,"Televicious/Diode Milliampere - On Planet Zaxxon (Televicious Edit).vgz",Televicious,"Diode Milliampere - On Planet Zaxxon (Televicious Edit)"
21524,TennesseeFields/proteccno.vgz,TennesseeFields,proteccno
8094,"TennesseeFields/Song for My New Friend Plus.vgz",TennesseeFields,"Song for My New Friend Plus"
5587,"tennisers/Extravagant Cat Socks.vgz",tennisers,"Extravagant Cat Socks"
26777,tennisers/Polymelia.vgz,tennisers,Polymelia
13763,"tennisers/Eulogy of Alcoholic Porcupine.vgz",tennisers,"Eulogy of Alcoholic Porcupine"
11102,tennisers/Cryohorse.vgz,tennisers,Cryohorse
5646,"tennisers/Forgot How to Tie My Shoes.vgz",tennisers,"Forgot How to Tie My Shoes"
32644,"tennisers & bigSmonkinLoser/flattened.vgz","tennisers & bigSmonkinLoser",flattened
18554,"TheDuccinator/The Hardliner - Contraduct Design.vgz",TheDuccinator,"The Hardliner - Contraduct Design"
16714,"Tobikomi/Electro Mama.vgz",Tobikomi,"Electro Mama"
4678,Tobikomi/C_THRU.vgz,Tobikomi,C_THRU
16943,"Tobikomi/That's What She Said.vgz",Tobikomi,"That's What She Said"
15319,"Tobikomi/That's the Joy of It.vgz",Tobikomi,"That's the Joy of It"
4286,Tobikomi/Unicorn.vgz,Tobikomi,Unicorn
9691,"Tobikomi/Bubble Bobble - Introduction & Main Theme.vgz",Tobikomi,"Bubble Bobble - Introduction & Main Theme"
29269,"Tobikomi/Gigi D'Agostino - L'amour Toujours.vgz",Tobikomi,"Gigi D'Agostino - L'amour Toujours"
11367,"Tobikomi/The Great Giana Sisters - Intro.vgz",Tobikomi,"The Great Giana Sisters - Intro"
4481,"Tobikomi/16-Step Blues.vgz",Tobikomi,"16-Step Blues"
8518,"Tobikomi/Makina Fever!!.vgz",Tobikomi,"Makina Fever!!"
12820,Tobikomi/Marsala.vgz,Tobikomi,Marsala
6428,"Tobikomi/Hexion - Penguin Dance.vgz",Tobikomi,"Hexion - Penguin Dance"
25775,"Tobikomi/Thrill of a Lifetime.vgz",Tobikomi,"Thrill of a Lifetime"
24150,"TrippleP/Dreaming About a Dream of Dreams.vgz",TrippleP,"Dreaming About a Dream of Dreams"
29361,"TristEndo/Lovesick Weekend.vgz",TristEndo,"Lovesick Weekend"
28775,"TristEndo/Sleepless Nights.vgz",TristEndo,"Sleepless Nights"
5030,Tyr/RTB.vgz,Tyr,RTB
82014,"Undine/World of Metal Gray Color.vgz",Undine,"World of Metal Gray Color"
20963,"Unknown/After Burner - After Burner.vgz",Unknown,"After Burner - After Burner"
7251,"Unknown/Simon & Garfunkel - The Sound of Silence.vgz",Unknown,"Simon & Garfunkel - The Sound of Silence"
14675,"Unknown/Queen - Don't Stop Me Now.vgz",Unknown,"Queen - Don't Stop Me Now"
8648,"Unknown/Tetris (BPS) - Technotris.vgz",Unknown,"Tetris (BPS) - Technotris"
14323,"Unknown/Phil Collins - Another Day in Paradise.vgz",Unknown,"Phil Collins - Another Day in Paradise"
11248,"Unknown/Dragon Slayer - The Legend of Heroes II - Field.vgz",Unknown,"Dragon Slayer - The Legend of Heroes II - Field"
5244,"Unknown/Inspector Gadget - Theme.vgz",Unknown,"Inspector Gadget - Theme"
21455,"Unknown/2 Unlimited - Workaholic.vgz",Unknown,"2 Unlimited - Workaholic"
10565,Unknown/Ork.vgz,Unknown,Ork
3954,"Unknown/Bubble Bobble - Main Theme.vgz",Unknown,"Bubble Bobble - Main Theme"
9202,"Unknown/Beverly Hills Cop - Axel F.vgz",Unknown,"Beverly Hills Cop - Axel F"
18447,"Unknown/2 Unlimited - Get Ready for This.vgz",Unknown,"2 Unlimited - Get Ready for This"
3154,"Unknown/Pierre De Geyter - The Internationale.vgz",Unknown,"Pierre De Geyter - The Internationale"
7790,"Unknown/Traditional - Drunken Sailor.vgz",Unknown,"Traditional - Drunken Sailor"
37056,"Unknown/LoVe AnTi Polotion Doom.vgz",Unknown,"LoVe AnTi Polotion Doom"
6891,"Unknown/Eric Clapton - Tears in Heaven.vgz",Unknown,"Eric Clapton - Tears in Heaven"
10057,"Unknown/Mugen Senshi Valis II - Pearlmont Wink.vgz",Unknown,"Mugen Senshi Valis II - Pearlmont Wink"
27006,"Unknown/Metallica - One.vgz",Unknown,"Metallica - One"
6937,"Unknown/Cyndi Lauper - The Goonies 'R' Good Enough.vgz",Unknown,"Cyndi Lauper - The Goonies 'R' Good Enough"
4985,"Unknown/U.N. Squadron - Canyon ~ Round 5.vgz",Unknown,U
15895,"Unknown/Ambassadors of Funk - Supermarioland.vgz",Unknown,"Ambassadors of Funk - Supermarioland"
13993,"Unknown/The Beatles - Ob-La-Di, Ob-La-Da.vgz",Unknown,"The Beatles - Ob-La-Di, Ob-La-Da"
13400,"Unknown/Kylie Minogue - The Locomotion.vgz",Unknown,"Kylie Minogue - The Locomotion"
5039,"Unknown/John Lennon - Imagine.vgz",Unknown,"John Lennon - Imagine"
1816,"Unknown/Mission Impossible - Theme.vgz",Unknown,"Mission Impossible - Theme"
9735,"Unknown/The Beatles - Hey Jude.vgz",Unknown,"The Beatles - Hey Jude"
9012,"Unknown/Twin Cobra - Break A Leg! (Stage 1, 6).vgz",Unknown,"Twin Cobra - Break A Leg! (Stage 1, 6)"
8374,"Unknown/Fire Hawk - Mission 3.vgz",Unknown,"Fire Hawk - Mission 3"
3054,"Unknown/Star Wars - Main Title.vgz",Unknown,"Star Wars - Main Title"
5046,"Unknown/Michael Franks - Antonio's Song.vgz",Unknown,"Michael Franks - Antonio's Song"
4362,"Unknown/The Legend of Heroes III - Lost Woods.vgz",Unknown,"The Legend of Heroes III - Lost Woods"
18605,"Unknown/Vinnie Moore - Lifeforce.vgz",Unknown,"Vinnie Moore - Lifeforce"
11240,Unknown/Square.vgz,Unknown,Square
14860,"Unknown/Ys III - The Boy's Got Wings.vgz",Unknown,"Ys III - The Boy's Got Wings"
8230,"Unknown/OutRun - Passing Breeze.vgz",Unknown,"OutRun - Passing Breeze"
4088,"Unknown/The Terminator - Theme.vgz",Unknown,"The Terminator - Theme"
5529,"Unknown/Dragon Spirit - Cave Road.vgz",Unknown,"Dragon Spirit - Cave Road"
11616,Unknown/Mel.vgz,Unknown,Mel
4957,"Unknown/My Hero - Round 1.vgz",Unknown,"My Hero - Round 1"
16642,Unknown/Ooahh.vgz,Unknown,Ooahh
13849,Unknown/Zap.vgz,Unknown,Zap
5455,"Unknown/Sonic the Hedgehog - Green Hill Zone.vgz",Unknown,"Sonic the Hedgehog - Green Hill Zone"
13958,"Unknown/Wayne Kerr - Emag002.vgz",Unknown,"Wayne Kerr - Emag002"
22271,"Unknown/The Little Mermaid - Under the Sea.vgz",Unknown,"The Little Mermaid - Under the Sea"
14296,"Unknown/Pink Floyd - Another Brick in the Wall.vgz",Unknown,"Pink Floyd - Another Brick in the Wall"
4446,"Unknown/Jacques Offenbach - Infernal Galop.vgz",Unknown,"Jacques Offenbach - Infernal Galop"
8031,Unknown/Soom.vgz,Unknown,Soom
18280,"Unknown/Ys III - Ilberns Ruins.vgz",Unknown,"Ys III - Ilberns Ruins"
10364,"Unknown/Secret of Mana - Tell a Strange Tale.vgz",Unknown,"Secret of Mana - Tell a Strange Tale"
3557,"Unknown/Francisco Tarrega - Recuerdos de la Alhambra.vgz",Unknown,"Francisco Tarrega - Recuerdos de la Alhambra"
1655,uUni/Group.vgz,uUni,Group
20891,"VanDerNurd Music/Tree on Fire.vgz","VanDerNurd Music","Tree on Fire"
30342,"VileR/(That's a) Damn Shame.vgz",VileR,"(That's a) Damn Shame"
13981,"Vincent Voois/Electric (Wheel)chair.vgz","Vincent Voois","Electric (Wheel)chair"
9262,"vintaque/You Won the Game, What Next.vgz",vintaque,"You Won the Game, What Next"
29245,"Viper/Whitesnake - Crying in the Rain.vgz",Viper,"Whitesnake - Crying in the Rain"
69849,"Viper/Metallica - Master of Puppets.vgz",Viper,"Metallica - Master of Puppets"
14950,"Viper/Europe - Carrie.vgz",Viper,"Europe - Carrie"
19751,Viravax/Sayama.vgz,Viravax,Sayama
5085,Viraxor/Pneumonoblahblahblah.vgz,Viraxor,Pneumonoblahblahblah
22182,"Void/Scortia - Terania.vgz",Void,"Scortia - Terania"
24560,Void/Raster.vgz,Void,Raster
22326,Void/Hangover.vgz,Void,Hangover
20607,"Void/Jeroen Tel - Alloy Run.vgz",Void,"Jeroen Tel - Alloy Run"
13747,"Void/Mindflux BBS Intro Tune.vgz",Void,"Mindflux BBS Intro Tune"
45339,"Warlord/Error Loop.vgz",Warlord,"Error Loop"
29896,"Warlord/Fat Lizards.vgz",Warlord,"Fat Lizards"
55461,"Warlord/Sundown Wakeup.vgz",Warlord,"Sundown Wakeup"
52776,"Warlord/The Final Hour.vgz",Warlord,"The Final Hour"
32806,"Warlord/For Old Times.vgz",Warlord,"For Old Times"
35437,"Warlord/Wintersports 2052.vgz",Warlord,"Wintersports 2052"
21274,"Warlord/A Blib.vgz",Warlord,"A Blib"
12682,"Wayne Kerr/Spectrum.vgz","Wayne Kerr",Spectrum
15628,"Wayne Kerr/Emag001.vgz","Wayne Kerr",Emag001
4693,"Wayne Kerr/64ish.vgz","Wayne Kerr",64ish
2745,"Wayne Kerr/Mildred & Patty Hill - Happy Birthday to You.vgz","Wayne Kerr","Mildred & Patty Hill - Happy Birthday to You"
14339,"Wayne Kerr/Eurodisco.vgz","Wayne Kerr",Eurodisco
19521,"Wayne Kerr/Exposition.vgz","Wayne Kerr",Exposition
14811,"Wayne Kerr/Muppets.vgz","Wayne Kerr",Muppets
13873,"Wayne Kerr/DarkGen-2 Unused.vgz","Wayne Kerr","DarkGen-2 Unused"
11540,"Wayne Kerr/Emag002.vgz","Wayne Kerr",Emag002
18690,Weeppiko/Traceback.vgz,Weeppiko,Traceback
18745,"Weeppiko/Thunder Force IV - Space Walk.vgz",Weeppiko,"Thunder Force IV - Space Walk"
42961,"Weeppiko/Thunder Force IV - Metal Squad.vgz",Weeppiko,"Thunder Force IV - Metal Squad"
11914,"Weeppiko/Streets of Rage 3 - Dub Slash.vgz",Weeppiko,"Streets of Rage 3 - Dub Slash"
38807,"Weeppiko/MovieMovies1 - The Hero of Legend.vgz",Weeppiko,"MovieMovies1 - The Hero of Legend"
39399,"Weeppiko/Donkey Kong Country 2 - Stickerbush Symphony.vgz",Weeppiko,"Donkey Kong Country 2 - Stickerbush Symphony"
9749,"Weeppiko/Sonic the Hedgehog 3 & Knuckles - Flying Battery Zone Act 2.vgz",Weeppiko,"Sonic the Hedgehog 3 & Knuckles - Flying Battery Zone Act 2"
4478,"Weeppiko/Sonic Spinball - Options.vgz",Weeppiko,"Sonic Spinball - Options"
46366,"Weeppiko/Undertale - Another Medium.vgz",Weeppiko,"Undertale - Another Medium"
17464,"Weeppiko/Sonic the Hedgehog 3 & Knuckles - The Doomsday Zone.vgz",Weeppiko,"Sonic the Hedgehog 3 & Knuckles - The Doomsday Zone"
34683,"Weeppiko/Vapor Trail - Staff Roll.vgz",Weeppiko,"Vapor Trail - Staff Roll"
14647,"Weeppiko/Contra Hard Corps - The Foggy Cave in the Darkness.vgz",Weeppiko,"Contra Hard Corps - The Foggy Cave in the Darkness"
7574,"Weeppiko/Sonic the Hedgehog 2 - Oil Ocean Zone.vgz",Weeppiko,"Sonic the Hedgehog 2 - Oil Ocean Zone"
10740,"Weeppiko/Mega Man X - Storm Eagle.vgz",Weeppiko,"Mega Man X - Storm Eagle"
3602,"Weeppiko/Sonic the Hedgehog (8-bit) - Bridge Zone.vgz",Weeppiko,"Sonic the Hedgehog (8-bit) - Bridge Zone"
5888,"Weeppiko/The Sweet Light of a Candylier.vgz",Weeppiko,"The Sweet Light of a Candylier"
27611,"Weeppiko/Silver Surfer - Stage 1.vgz",Weeppiko,"Silver Surfer - Stage 1"
5045,"Weeppiko/Doom - At Doom's Gate (E1M1).vgz",Weeppiko,"Doom - At Doom's Gate (E1M1)"
21029,"Weeppiko/Quazar - Funky Stars.vgz",Weeppiko,"Quazar - Funky Stars"
8351,"Weeppiko/Sonic the Hedgehog (8-bit) - Bridge Zone [Alternate].vgz",Weeppiko,"Sonic the Hedgehog (8-bit) - Bridge Zone [Alternate]"
13706,"Weeppiko/Sonic the Hedgehog (8-bit) - Scrap Brain Zone.vgz",Weeppiko,"Sonic the Hedgehog (8-bit) - Scrap Brain Zone"
31845,"Weeppiko/JoJo's Bizarre Adventure - Fighting Gold.vgz",Weeppiko,"JoJo's Bizarre Adventure - Fighting Gold"
60314,"Weeppiko/Such a Sweetheart.vgz",Weeppiko,"Such a Sweetheart"
18128,"Weeppiko/The Legend of Zelda - A Link to the Past - Hyrule Castle.vgz",Weeppiko,"The Legend of Zelda - A Link to the Past - Hyrule Castle"
17780,"Weeppiko/Duke Nukem 3D - Grab Bag.vgz",Weeppiko,"Duke Nukem 3D - Grab Bag"
17037,"Weeppiko/Thunder Force IV - Stand Up Against Myself (Staff Roll).vgz",Weeppiko,"Thunder Force IV - Stand Up Against Myself (Staff Roll)"
42344,"Xanvier/Aladdin - Prince Ali.vgz",Xanvier,"Aladdin - Prince Ali"
39420,"Xanvier/Tiny Toon Adventures - Buster's Hidden Treasure - Grasslands.vgz",Xanvier,"Tiny Toon Adventures - Buster's Hidden Treasure - Grasslands"
46347,"Xanvier/Final Fantasy IX - Battle 1.vgz",Xanvier,"Final Fantasy IX - Battle 1"
12389,"Xaser/OPL NATiON.vgz",Xaser,"OPL NATiON"
7838,"Yamaha Corporation/Johann Strauss II - The Blue Danube.vgz","Yamaha Corporation","Johann Strauss II - The Blue Danube"
12232,"Yamaha Corporation/Ludwig van Beethoven - Symphony No. 9 in D Minor, Op. 125, IV - Finale (Ode to Joy).vgz","Yamaha Corporation","Ludwig van Beethoven - Symphony No"
5712,"Yamaha Corporation/Frederic Chopin - Nocturne in E-flat Major, Op. 9, No. 2.vgz","Yamaha Corporation","Frederic Chopin - Nocturne in E-flat Major, Op"
7373,"Yamaha Corporation/Traditional - Sur le Pont d'Avignon.vgz","Yamaha Corporation","Traditional - Sur le Pont d'Avignon"
13446,"Yamaha Corporation/Amilcare Ponchielli - La Gioconda - Dance of the Hours.vgz","Yamaha Corporation","Amilcare Ponchielli - La Gioconda - Dance of the Hours"
5429,"Yamaha Corporation/Franz Xaver Gruber - Silent Night.vgz","Yamaha Corporation","Franz Xaver Gruber - Silent Night"
10711,"Yamaha Corporation/Wolfgang Amadeus Mozart - Serenade No. 13 for Strings in G Major - Allegro (Eine Kleine Nachtmusik).vgz","Yamaha Corporation","Wolfgang Amadeus Mozart - Serenade No"
11151,"Yamaha Corporation/Toy Symphony - Allegro.vgz","Yamaha Corporation","Toy Symphony - Allegro"
19275,Yehar/Pehmo-Pop!.vgz,Yehar,Pehmo-Pop!
5678,"Ygor/Streets of Rage 2 - Revenge of Mr. X.vgz",Ygor,"Streets of Rage 2 - Revenge of Mr"
7246,"Ygor/That Funky Beat.vgz",Ygor,"That Funky Beat"
14747,"Ygor/Sunset Over the River.vgz",Ygor,"Sunset Over the River"
18514,"Ygor/The Moon Over the Sky.vgz",Ygor,"The Moon Over the Sky"
197530,"Yuzu/Rainbow Architecture.vgz",Yuzu,"Rainbow Architecture"
20631,"Yuzu/Yu Lib.vgz",Yuzu,"Yu Lib"
24103,"Zalza/My Dirty Old Adlib.vgz",Zalza,"My Dirty Old Adlib"
16606,"zenmaster7799 & gotoandplay/Zity.vgz","zenmaster7799 & gotoandplay",Zity
11804,"Zephyr/ClawZ - Sunk in Ink.vgz",Zephyr,"ClawZ - Sunk in Ink"
12716,Zephyr/MetaPhobe.vgz,Zephyr,MetaPhobe
51215,Zero/Shinespark.vgz,Zero,Shinespark
8685,"Zero/Fog on the Bluff.vgz",Zero,"Fog on the Bluff"
28761,"Zero/Magnolia Syndicate.vgz",Zero,"Magnolia Syndicate"
37023,"Zero/Rolling Green.vgz",Zero,"Rolling Green"
1466,"Zlew/Even Men Cry When the Ketchup Is Gone.vgz",Zlew,"Even Men Cry When the Ketchup Is Gone"
10511,"Zumi/Puyo Puyo - Brave of Puyo Puyo.vgz",Zumi,"Puyo Puyo - Brave of Puyo Puyo"
43963,"Zumi/Quake II - Quad Machine.vgz",Zumi,"Quake II - Quad Machine"
1221,"zzo38/Caverns of Zeux - Heaven.vgz",zzo38,"Caverns of Zeux - Heaven"
